SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_3,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,FLAG_EXT_SOURCE_1_NULO,FLAG_EXT_SOURCE_3_NULO,FLAG_OCCUPATION_NULO,DTI,RATIO_CREDITO_INGRESO,PLAZO_MESES,EDAD_AÑOS,ANTIGUEDAD_LABORAL_AÑOS,FLAG_PENSIONADO_DESEMPLEADO,EXT_SOURCE_PROMEDIO,EXT_SOURCE_MIN,DTI_X_EXT2,RIESGO_EDAD_SCORE,ORG_TYPE_GRUPO
415426,0,0,0,0,0,0,49500.0,135000.0,7195.5,135000.0,6,7,4,0,1,0.0096569999999999,-10163,-1648,-4584.0,-2397,,1,1,1,1,0,0,17,2.0,2,2,5,18,0,0,0,1,1,1,,0.4978206059946032,0.4276573700350293,0.0,0.0,0.0,0.0,-1049.0,1,0.0,0.0,0.0,2.0,1,0,1,0.1453636363636363,2.727272727272727,18.76172607879925,27,4.515068493150685,0,0.4627389880148163,0.4276573700350293,0.0729986228195117,0.4605094388444432,8
309481,0,0,0,0,1,0,49500.0,133528.5,9423.0,121500.0,6,3,3,2,1,0.018801,-22010,365243,-2697.0,-4474,,1,0,0,1,1,0,17,1.0,2,2,4,7,0,0,0,0,0,0,,0.5930396344204677,0.8327850252992314,0.0,0.0,0.0,0.0,-918.0,0,0.0,0.0,0.0,0.0,1,0,1,0.1903636363636363,2.6975454545454545,14.170487106017193,60,,1,0.7129123298598495,0.5930396344204677,0.0774704550475946,0.0527303883930888,11
397375,0,0,1,1,1,0,58500.0,152820.0,15241.5,135000.0,5,7,3,1,1,0.010147,-19623,-4560,-10686.0,-3122,20.0,1,1,1,1,1,0,4,2.0,2,2,1,10,0,0,0,0,0,0,,0.4130948878259033,0.6832688314232291,1.0,0.0,1.0,0.0,-277.0,0,0.0,0.0,0.0,2.0,1,0,0,0.2605384615384615,2.6123076923076924,10.026572187776791,53,12.493150684931509,0,0.5481818596245662,0.4130948878259033,0.1529113549948973,0.1475324540001416,5
447845,0,0,0,0,0,0,76500.0,135000.0,9018.0,135000.0,1,7,4,5,1,0.031329,-19709,-3271,-4126.0,-3227,,1,1,0,1,0,0,14,1.0,2,2,2,11,0,0,0,0,0,0,,0.1542654241327621,0.4083588531230431,0.0,0.0,0.0,0.0,-685.0,1,0.0,0.0,0.0,4.0,1,0,0,0.1178823529411764,1.7647058823529411,14.97005988023952,53,8.961643835616439,0,0.2813121386279026,0.1542654241327621,0.0996971817669379,0.2346735873868073,10
198341,0,0,0,0,1,0,157500.0,1185282.0,38236.5,1035000.0,6,7,4,1,1,0.031329,-15683,-617,-6850.0,-4673,,1,1,1,1,0,0,14,2.0,2,2,2,9,0,0,0,0,0,0,0.7390319802224811,0.6743040710694362,,0.0,0.0,0.0,0.0,-1400.0,1,0.0,0.0,0.0,4.0,0,1,0,0.2427714285714285,7.5256,30.998705425444275,42,1.6904109589041096,0,0.7066680256459587,0.6743040710694362,0.0790696659463714,0.1616319042359003,5
199573,0,0,1,0,1,0,157500.0,284400.0,22599.0,225000.0,1,3,3,3,5,0.006852,-9375,365243,-473.0,-2003,,1,0,0,1,0,0,17,1.0,3,3,2,7,0,0,0,0,0,0,,0.1328400169360342,0.4920600938649263,0.0,0.0,0.0,0.0,-2160.0,1,0.0,0.0,0.0,1.0,1,0,1,0.1434857142857142,1.8057142857142856,12.58462763839108,25,,1,0.3124500554004802,0.1328400169360342,0.124425069569921,0.6173917869873239,11
115926,0,0,0,0,0,0,135000.0,460858.5,17500.5,324000.0,6,7,4,1,1,0.018634,-11004,-1570,-5219.0,-1502,,1,1,0,1,0,0,12,2.0,2,2,5,12,0,0,0,0,0,0,,0.6308925062674813,0.5316861425197883,0.0,0.0,0.0,0.0,-1038.0,1,0.0,0.0,0.0,0.0,1,0,0,0.1296333333333333,3.4137666666666666,26.33401902802777,30,4.301369863013699,0,0.5812893243936348,0.5316861425197883,0.0478486347708588,0.3332595173193519,2
254373,0,0,1,0,0,0,45000.0,343800.0,12348.0,225000.0,6,3,4,1,1,0.0196889999999999,-22235,365243,-11526.0,-4288,,1,0,0,1,0,0,17,2.0,2,2,1,8,0,0,0,0,0,0,,0.5425785644371788,0.5902333386185574,2.0,1.0,2.0,1.0,-3.0,0,0.0,0.0,0.0,2.0,1,0,1,0.2744,7.64,27.84256559766764,60,,1,0.5664059515278681,0.5425785644371788,0.1255164419184381,0.0796397231887589,11
303601,0,0,1,1,1,1,180000.0,531706.5,22482.0,459000.0,1,1,4,0,1,0.00963,-12315,-1010,-4909.0,-3782,9.0,1,1,0,1,1,0,16,3.0,2,2,2,11,0,1,1,0,0,0,,0.1496665416726911,,0.0,0.0,0.0,0.0,0.0,0,,,,,1,1,0,0.1249,2.953925,23.650320256204964,33,2.767123287671233,0,0.1496665416726911,0.1496665416726911,0.1062066489450808,0.6247347857098595,3
381681,0,1,1,0,1,1,112500.0,180000.0,9000.0,180000.0,6,1,4,1,1,0.026392,-10042,-1387,-4139.0,-2018,,1,1,0,1,1,0,10,3.0,2,2,6,11,0,0,0,0,0,0,,0.5871897286248543,0.5814837058057234,0.0,0.0,0.0,0.0,-545.0,0,0.0,0.0,0.0,2.0,1,0,0,0.08,1.6,20.0,27,3.8,0,0.5843367172152889,0.5814837058057234,0.0330248217100116,0.3562828138154666,2
152028,0,0,0,0,0,1,180000.0,225000.0,12694.5,225000.0,6,7,4,1,1,0.028663,-15587,-4347,-4675.0,-4675,,1,1,0,1,0,0,10,3.0,2,2,6,8,0,0,0,0,0,0,,0.1261342821347457,0.8193176922872417,0.0,0.0,0.0,0.0,-1318.0,1,0.0,0.0,1.0,2.0,1,0,0,0.070525,1.25,17.72421127259837,42,11.90958904109589,0,0.4727259872109937,0.1261342821347457,0.061629379752447,0.290538741740881,2
264653,0,1,0,0,0,1,337500.0,157500.0,7875.0,157500.0,1,3,4,1,1,0.00702,-21581,365243,-7237.0,-4452,,1,0,0,1,0,0,17,3.0,2,2,5,11,0,0,0,0,0,0,0.8146649705492198,0.6886234034768254,0.3876253444214701,0.0,0.0,0.0,0.0,-862.0,0,0.0,0.0,0.0,7.0,0,0,1,0.0233333333333333,0.4666666666666667,20.0,59,,1,0.6303045728158384,0.3876253444214701,0.007265453918874,0.0754480463641146,11
141748,0,0,0,1,1,0,675000.0,536917.5,27544.5,463500.0,1,1,1,1,1,0.04622,-16990,-992,-10881.0,-498,3.0,1,1,0,1,0,0,14,2.0,1,1,0,12,0,1,1,0,0,0,0.5308818621303488,0.6852704437423487,0.3842068130556564,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0,0,0,0.0408066666666666,0.7954333333333333,19.49272994608724,46,2.717808219178082,0,0.5334530396427847,0.3842068130556564,0.0128430640923538,0.2189914303717541,10
195832,0,0,0,0,0,0,90000.0,239850.0,23494.5,225000.0,0,3,4,1,2,0.031329,-24722,365243,-8991.0,-3,,1,0,0,1,1,0,17,2.0,2,2,1,9,0,0,0,0,0,0,0.8436807918078815,0.3353278095161942,,3.0,1.0,3.0,0.0,0.0,0,,,,,0,1,1,0.26105,2.665,10.208772265849454,67,,1,0.5895043006620379,0.3353278095161942,0.1735126753257975,0.0167549265035903,11
196914,0,0,0,1,1,0,90000.0,900000.0,26316.0,900000.0,4,7,4,1,1,0.010276,-10520,-995,-9501.0,-1506,10.0,1,1,0,1,0,0,17,2.0,2,2,0,18,0,0,0,0,0,0,0.7340215527323363,0.2165263831925319,0.2314393514998941,1.0,0.0,1.0,0.0,-866.0,1,0.0,0.0,0.0,1.0,0,0,1,0.2924,10.0,34.19972640218878,28,2.7260273972602738,0,0.3939957624749208,0.2165263831925319,0.2290876855545036,0.5070647701740458,8
244007,0,0,0,1,1,1,94500.0,225000.0,13045.5,225000.0,6,7,1,1,1,0.035792,-14420,-1413,-8550.0,-2649,64.0,1,1,1,1,0,0,3,3.0,2,2,1,12,0,0,0,0,0,0,0.6751127045046769,0.5953070027921077,0.2580842039460289,0.0,0.0,0.0,0.0,-3140.0,1,0.0,2.0,0.0,0.0,0,0,0,0.138047619047619,2.380952380952381,17.247326664367023,39,3.871232876712329,0,0.5095013037476045,0.2580842039460289,0.0558669047097942,0.3003053242361605,9
288285,0,0,0,0,1,0,81000.0,518562.0,19881.0,463500.0,6,3,4,5,1,0.020713,-23252,365243,-13598.0,-4169,,1,0,0,1,0,0,17,1.0,3,3,5,13,0,0,0,0,0,0,0.8792538522129583,0.3942263602885841,0.3944954053123993,7.0,0.0,7.0,0.0,-1822.0,0,0.0,0.0,0.0,2.0,0,0,1,0.2454444444444444,6.402,26.083295608872792,63,,1,0.5559918726046472,0.3942263602885841,0.1486837744580575,0.0543683421300432,11
411337,0,0,1,1,0,2,112500.0,450000.0,16677.0,450000.0,1,7,4,2,1,0.028663,-12075,-1705,-1687.0,-4553,3.0,1,1,1,1,1,0,8,3.0,2,2,2,11,0,0,0,0,0,0,,0.2906987096611355,0.5814837058057234,0.0,0.0,0.0,0.0,-80.0,1,0.0,3.0,0.0,3.0,1,0,0,0.14824,4.0,26.98327037236913,33,4.671232876712328,0,0.4360912077334294,0.2906987096611355,0.1051468232798332,0.4143003371754395,5
388327,0,0,0,0,0,1,292500.0,592560.0,40216.5,450000.0,6,1,1,3,4,0.011703,-12340,-220,-621.0,-1481,,1,1,0,1,0,0,1,2.0,2,2,5,13,1,1,1,0,1,0,,0.0644944968458929,,0.0,0.0,0.0,0.0,0.0,1,,,,,1,1,0,0.1374923076923077,2.0258461538461536,14.73425086718138,33,0.6027397260273972,0,0.0644944968458929,0.0644944968458929,0.1286248104875116,0.6873101655826093,5
175802,0,0,0,0,1,3,112500.0,327024.0,16033.5,270000.0,6,4,4,1,1,0.019101,-12524,-2671,-2434.0,-4143,,1,1,0,1,0,0,11,5.0,2,2,5,15,0,0,0,0,0,0,,0.1653726416092727,0.5691487713619409,1.0,0.0,0.0,0.0,-1048.0,1,0.0,2.0,0.0,8.0,1,0,0,0.14252,2.90688,20.396295256806063,34,7.317808219178082,0,0.3672607064856067,0.1653726416092727,0.1189510911178464,0.4519566382245665,9
165641,0,0,0,0,0,0,72000.0,254700.0,14751.0,225000.0,6,4,4,2,1,0.018209,-18697,-707,-2199.0,-2259,,1,1,1,1,0,0,3,1.0,3,3,4,16,0,0,0,0,0,0,0.7442485582434782,0.5766936763378981,0.4578995512067301,1.0,1.0,1.0,1.0,-1463.0,1,0.0,0.0,0.0,4.0,0,0,0,0.204875,3.5375,17.266625991458206,51,1.936986301369863,0,0.5929472619293689,0.4578995512067301,0.0867248830602731,0.1495295772504359,10
409441,0,0,1,0,0,1,360000.0,1042560.0,53091.0,900000.0,6,1,4,1,1,0.072508,-14489,-1896,-7321.0,-3066,,1,1,0,1,0,0,3,3.0,1,1,1,17,1,1,0,1,1,1,,0.6902107048259042,0.6642482627052363,1.0,0.0,1.0,0.0,-789.0,0,0.0,0.0,0.0,0.0,1,0,0,0.147475,2.896,19.637226648584505,39,5.1945205479452055,0,0.6772294837655702,0.6642482627052363,0.0456861763057997,0.1976146017761814,5
435662,0,0,0,1,1,0,135000.0,417024.0,21964.5,360000.0,6,4,4,1,1,0.025164,-13047,-4598,-1895.0,-2701,6.0,1,1,0,1,0,0,0,2.0,2,2,1,10,0,0,0,0,0,0,,0.6494167710874135,0.2707073872651806,5.0,0.0,5.0,0.0,-2635.0,1,0.0,6.0,0.0,3.0,1,0,0,0.1627,3.089066666666666,18.986273304650688,35,12.597260273972603,0,0.460062079176297,0.2707073872651806,0.0570398913440778,0.374650802204202,9
124924,0,0,0,0,1,1,67500.0,398016.0,26725.5,360000.0,6,7,4,1,1,0.022625,-14712,-2808,-1454.0,-4024,,1,1,1,1,1,0,8,3.0,2,2,1,9,0,0,0,0,0,0,,0.3585031182089152,0.7295666907060153,1.0,0.0,1.0,0.0,0.0,1,0.0,0.0,1.0,1.0,1,0,0,0.3959333333333333,5.896533333333333,14.892742886007746,40,7.693150684931507,0,0.5440349044574653,0.3585031182089152,0.2539899987304835,0.2698568932802756,5
333564,0,0,0,0,1,0,171000.0,717003.0,23260.5,598500.0,1,1,4,2,1,0.018801,-15682,-378,-2682.0,-301,,1,1,0,1,0,0,0,1.0,2,2,0,15,0,0,0,0,0,0,0.4773030935850341,0.5573853870301342,0.1419915427739129,3.0,0.0,3.0,0.0,-2079.0,1,0.0,0.0,0.0,0.0,0,0,0,0.1360263157894737,4.193,30.82491777906752,42,1.0356164383561643,0,0.392226674463027,0.1419915427739129,0.0602072351168746,0.334895505908128,5
207573,0,0,1,0,1,0,135000.0,254700.0,18585.0,225000.0,1,7,1,1,1,0.030755,-17136,-237,-8499.0,-683,,1,1,0,1,1,0,17,2.0,2,2,2,11,0,0,0,0,0,0,,0.5192140221781825,0.4382813743111921,1.0,0.0,1.0,0.0,-1899.0,1,0.0,0.0,0.0,1.0,1,0,1,0.1376666666666666,1.8866666666666667,13.7046004842615,46,0.6493150684931507,0,0.4787476982446872,0.4382813743111921,0.0661882029468035,0.2446694477626978,9
148833,0,0,1,1,1,0,135000.0,67500.0,7290.0,67500.0,6,7,4,3,5,0.026392,-10151,-1341,-4473.0,-1273,1.0,1,1,0,1,0,0,8,1.0,2,2,6,16,0,0,0,1,1,0,0.3193680655619425,0.5049000651058567,0.5937175866150576,3.0,1.0,3.0,0.0,-1512.0,1,0.0,0.0,0.0,9.0,0,0,0,0.054,0.5,9.25925925925926,27,3.673972602739726,0,0.4726619057609523,0.3193680655619425,0.0267353964842837,0.4520040807763267,5
385803,0,0,0,0,1,0,135000.0,976500.0,28683.0,976500.0,6,7,4,3,1,0.026392,-16988,-5458,-8158.0,-543,,1,1,0,1,1,0,10,1.0,2,2,1,14,0,0,0,0,0,0,,0.7322459322343059,0.6178261467332483,0.0,0.0,0.0,0.0,-2548.0,1,0.0,0.0,0.0,3.0,1,0,0,0.2124666666666666,7.233333333333333,34.04455600878569,46,14.953424657534246,0,0.6750360394837771,0.6178261467332483,0.0568888142646178,0.152534103915778,7
393297,0,0,0,1,0,1,135000.0,1575000.0,54877.5,1575000.0,6,7,1,1,1,0.018029,-9567,-1876,-4183.0,-467,11.0,1,1,1,1,0,0,8,3.0,3,3,4,9,0,0,0,0,1,1,0.2846309689875767,0.1317305628418663,,0.0,0.0,0.0,0.0,-454.0,1,,,,,0,1,0,0.4065,11.666666666666666,28.700287002870027,26,5.13972602739726,0,0.2081807659147215,0.1317305628418663,0.3529515262047813,0.6948617768503464,8
221390,0,0,0,0,1,0,225000.0,2318130.0,61281.0,1935000.0,1,1,1,1,1,0.031329,-16629,-341,-7815.0,-177,,1,1,0,1,1,0,17,2.0,2,2,0,11,0,0,0,0,0,0,0.5516833909752256,0.6752062964179772,0.3474182272002641,1.0,0.0,1.0,0.0,-1415.0,1,0.0,0.0,0.0,1.0,0,0,1,0.27236,10.3028,37.82787487149361,45,0.9342465753424658,0,0.5247693048644889,0.3474182272002641,0.0884608131075997,0.2327660547602503,5
400531,0,0,0,0,0,0,292500.0,454500.0,30496.5,454500.0,6,3,1,1,1,0.04622,-20676,365243,-214.0,-4038,,1,0,0,1,1,0,17,2.0,1,1,1,11,0,0,0,0,0,0,0.8347234746626385,0.6696914052727473,0.4686596550493113,0.0,0.0,0.0,0.0,-2415.0,0,0.0,0.0,0.0,1.0,0,0,1,0.1042615384615384,1.553846153846154,14.903349564704149,56,,1,0.6576915116615657,0.4686596550493113,0.0344384822533321,0.0908165377224417,11
280703,0,0,0,0,1,0,76500.0,239850.0,23494.5,225000.0,1,3,4,1,1,0.022625,-24073,365243,-7680.0,-5477,,1,0,0,1,0,0,17,2.0,2,2,0,13,0,0,0,0,0,0,,0.5260171878547558,,1.0,0.0,1.0,0.0,-2984.0,0,,,,,1,1,1,0.3071176470588235,3.135294117647059,10.208772265849454,65,,1,0.5260171878547558,0.5260171878547558,0.1455684860123717,0.0386924744608362,11
269624,0,0,1,1,1,0,157500.0,1017544.5,40482.0,936000.0,5,7,4,1,1,0.028663,-17621,-700,-8588.0,-1173,3.0,1,1,1,1,1,0,8,2.0,2,2,2,8,0,1,1,0,1,1,0.3774066639767665,0.4365041483373393,0.6528965519806539,0.0,0.0,0.0,0.0,-770.0,1,0.0,0.0,0.0,3.0,0,0,0,0.2570285714285714,6.4606,25.135726989773232,48,1.917808219178082,0,0.4889357880982532,0.3774066639767665,0.1448345337587799,0.2190275193864629,0
124543,0,0,0,1,1,0,139500.0,675000.0,28597.5,675000.0,6,7,4,3,1,0.0228,-14390,-1823,-2195.0,-5043,10.0,1,1,1,1,0,0,17,1.0,2,2,3,10,0,0,0,0,0,0,0.4109884702408692,0.5521245389654673,0.3139166772114369,0.0,0.0,0.0,0.0,-1521.0,1,0.0,0.0,0.0,1.0,0,0,1,0.205,4.838709677419355,23.603461841070025,39,4.994520547945205,0,0.4256765621392578,0.3139166772114369,0.0918144695120792,0.3516265946086177,4
189219,0,1,1,0,1,0,135000.0,382500.0,19125.0,382500.0,6,1,1,3,1,0.032561,-8953,-451,-4688.0,-1610,,1,1,0,1,1,0,6,1.0,1,1,5,18,0,1,1,0,0,0,,0.4058403588711792,0.2405414172860865,1.0,0.0,1.0,0.0,-207.0,0,0.0,0.0,0.0,2.0,1,0,0,0.1416666666666666,2.833333333333333,20.0,24,1.2356164383561643,0,0.3231908880786328,0.2405414172860865,0.0841726158265829,0.6215593884992148,5
331674,0,0,0,0,1,0,135000.0,450000.0,43969.5,450000.0,6,7,4,1,1,0.018029,-18869,-1234,-7032.0,-2391,,1,1,1,1,0,0,1,2.0,3,3,5,8,0,0,0,0,0,0,,0.4714520357861549,0.5513812618027899,0.0,0.0,0.0,0.0,-2095.0,1,0.0,0.0,0.0,3.0,1,0,0,0.3257,3.333333333333333,10.234367004400776,51,3.3808219178082197,0,0.5114166487944725,0.4714520357861549,0.1721480719444493,0.1794795984020305,5
109387,0,1,0,0,1,0,450000.0,1237500.0,61875.0,1237500.0,6,1,1,1,1,0.032561,-10779,-1159,-5496.0,-2995,,1,1,0,1,1,0,10,2.0,1,1,6,10,0,0,0,0,0,0,,0.801226618996446,,0.0,0.0,0.0,0.0,-236.0,0,,,,,1,1,0,0.1375,2.75,20.0,29,3.175342465753425,0,0.801226618996446,0.801226618996446,0.0273313398879886,0.1622639844926971,5
102321,0,0,0,0,1,1,99000.0,622413.0,33894.0,495000.0,6,7,1,1,1,0.020246,-15848,-4148,-2726.0,-4964,,1,1,0,1,0,0,3,3.0,3,3,0,13,0,0,0,0,0,0,,0.3830199774344249,0.7165702448010511,0.0,0.0,0.0,0.0,-2115.0,1,0.0,1.0,0.0,1.0,1,0,0,0.3423636363636363,6.287,18.363515666489644,43,11.364383561643836,0,0.549795111117738,0.3830199774344249,0.2112315240892687,0.2388842267538532,10
360775,0,0,1,1,1,1,180000.0,593010.0,21915.0,495000.0,6,7,4,1,1,0.035792,-14523,-3855,-8080.0,-3970,16.0,1,1,0,1,0,0,8,3.0,2,2,0,16,0,0,0,0,0,0,,0.6811908772742259,0.5136937663039473,0.0,0.0,0.0,0.0,-613.0,1,0.0,0.0,0.0,2.0,1,0,0,0.12175,3.2945,27.05954825462012,39,10.561643835616438,0,0.5974423217890865,0.5136937663039473,0.0388150106918629,0.2464638846189266,2
